Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Merman Branded, LLC","El Segundo  CA, 90245","5131-Producers, directors, choreographers and related occupations",Corporation,1.0,1.0,2023,January 2023
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Mirada LLC,"Los Angeles, 90028","5131-Producers, directors, choreographers and related occupations",Sole Proprietorship,1.0,1.0,2023,January 2023
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Morton Jankel Zander, Inc","Los Angeles, CA, 90064","5131-Producers, directors, choreographers and related occupations",Corporation,1.0,1.0,2023,January 2023
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Pretty Bird Pictures, Inc.","Culver City, 90232","5131-Producers, directors, choreographers and related occupations",Corporation,2.0,2.0,2023,January 2023
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Psyop Productions, LLC","NEW YORK, 10013","5131-Producers, directors, choreographers and related occupations",Corporation,1.0,1.0,2023,January 2023
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Pulse Films,"Los Angeles, 90291","5131-Producers, directors, choreographers and related occupations",Incorporated,1.0,1.0,2023,January 2023
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Reverie,"Los Angeles CA, 90038","5131-Producers, directors, choreographers and related occupations",Corporation,3.0,3.0,2023,January 2023
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Somesuch Inc.,"Venice, CA, 90291","5131-Producers, directors, choreographers and related occupations",Corporation,1.0,1.0,2023,January 2023
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Stink LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",Corporation,3.0,3.0,2023,January 2023
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Tool of North America,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",Corporation,1.0,1.0,2023,January 2023
Notes:,,,,,,,,2023,January 2023
Nova Scotia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Nova Scotia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Nova Scotia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Nova Scotia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Nova Scotia, Global Talent Stream,,,,Unknown,1.0,1.0,2022,October 2022
New Brunswick,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
New Brunswick,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
New Brunswick,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
New Brunswick,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
New Brunswick,    High Wage,,,,Unknown,1.0,5.0,2022,October 2022
New Brunswick,   Low Wage,,,,Unknown,1.0,5.0,2022,October 2022
New Brunswick,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
New Brunswick,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Quebec,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Quebec,    High Wage,,,,Unknown,2.0,15.0,2022,October 2022
Quebec,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Quebec,    High Wage,,,,Corporation,1.0,4.0,2022,October 2022
Quebec,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Quebec,    High Wage,,,,Unknown,1.0,4.0,2022,October 2022
Quebec,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Quebec,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Quebec,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Quebec,   Low Wage,,,,Corporation,1.0,1.0,2022,October 2022
Quebec,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Quebec,   Low Wage,,,,Corporation,1.0,1.0,2022,October 2022
Quebec,   Low Wage,,,,Corporation,1.0,3.0,2022,October 2022
Quebec,   Low Wage,,,,Corporation,1.0,1.0,2022,October 2022
Quebec, Global Talent Stream,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,5.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,4.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,3.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,2.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,2.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,8.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,3.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,3.0,3.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,2.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,2.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Partnership,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,2.0,2.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,2.0,58.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,10.0,2022,October 2022
Ontario,    High Wage,,,,Corporation,1.0,20.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,8.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,5.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,3.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Corporation,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Corporation,1.0,3.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,3.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,4.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Ontario,   Low Wage,,,,Unknown,1.0,4.0,2022,October 2022
Ontario,  Primary Agriculture,,,,Partnership,1.0,1.0,2022,October 2022
Ontario,  Primary Agriculture,,,,Unknown,1.0,1.0,2022,October 2022
Ontario, Global Talent Stream,,,,Corporation,1.0,1.0,2022,October 2022
Ontario, Global Talent Stream,,,,Corporation,1.0,2.0,2022,October 2022
Ontario, Global Talent Stream,,,,Corporation,1.0,1.0,2022,October 2022
Manitoba,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Manitoba,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Manitoba,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Manitoba,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Manitoba,    High Wage,,,,Unknown,1.0,6.0,2022,October 2022
Manitoba,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Manitoba,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
Manitoba,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Manitoba,   Low Wage,,,,Unknown,1.0,3.0,2022,October 2022
Manitoba,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Manitoba,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Manitoba,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Manitoba,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Manitoba,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Saskatchewan,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Saskatchewan,   Low Wage,,,,Unknown,1.0,3.0,2022,October 2022
Saskatchewan,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Saskatchewan,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Saskatchewan,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,3.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,5.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,2.0,4.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,3.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,5.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
Alberta, Global Talent Stream,,,,Corporation,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,2.0,15.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,3.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,5.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Sole Proprietorship,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,2.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,    High Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,2.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,6.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,   Low Wage,,,,Unknown,1.0,1.0,2022,October 2022
British Columbia,  Primary Agriculture,,,,Corporation,1.0,5.0,2022,October 2022
British Columbia,  Primary Agriculture,,,,Corporation,1.0,25.0,2022,October 2022
British Columbia,  Primary Agriculture,,,,Corporation,1.0,7.0,2022,October 2022
British Columbia,  Primary Agriculture,,,,Unknown,1.0,9.0,2022,October 2022
British Columbia, Global Talent Stream,,,,Corporation,1.0,1.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Corporation,3.0,3.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Corporation,1.0,8.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Incorporated,1.0,1.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Corporation,2.0,2.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,,,,Corporation,1.0,1.0,2022,October 2022
Notes:,,,,,,355.0,642.0,2022,October 2022
Nova Scotia,    High Wage,,,,Unknown,1.0,1.0,2022,July 2022
New Brunswick,   Low Wage,,,,Unknown,1.0,4.0,2022,July 2022
New Brunswick,   Low Wage,,,,Unknown,1.0,1.0,2022,July 2022
Quebec,    High Wage,,,,Unknown,1.0,1.0,2022,July 2022
Quebec,    High Wage,,,,Corporation,1.0,1.0,2022,July 2022
Quebec,    High Wage,,,,Unknown,1.0,5.0,2022,July 2022
Quebec,    High Wage,,,,Unknown,1.0,1.0,2022,July 2022
Quebec,    High Wage,,,,Unknown,1.0,1.0,2022,July 2022
Quebec,    High Wage,,,,Unknown,1.0,6.0,2022,July 2022
Quebec,   Low Wage,,,,Partnership,1.0,1.0,2022,July 2022
Quebec,   Low Wage,,,,Unknown,1.0,5.0,2022,July 2022
Quebec,   Low Wage,,,,Unknown,1.0,6.0,2022,July 2022
Quebec,   Low Wage,,,,Corporation,1.0,2.0,2022,July 2022
Quebec,   Low Wage,,,,Partnership,1.0,1.0,2022,July 2022
Quebec,   Low Wage,,,,Corporation,1.0,1.0,2022,July 2022
